name,logo,logo_size,image,image_size,image_caption,former_name,type,traded_as,ISIN,industry,foundation,founders,location_city,location_country,area_served,key_people,revenue,operating_income,net_income,assets,equity,num_employees,website,_company_name,founder,products,num_employees_year,divisions,founded,hq_location_city,hq_location_country,locations,hq_location,location,logo_caption,alt,subsid,predecessor,num_locations,image_upright,trading_name,services,revenue_year,income_year,net_income_year,assets_year,equity_year,footnotes,logo_alt,image_alt,trade_name,brands,native_name_lang,predecessors,owner,module,homepage,parent,aum,former_names,logo_upright,production,num_locations_year,owners,areas_served,members,members_year,ratio,airline,caption,IATA,ICAO,callsign,aoc,hubs,focus_cities,frequent_flyer,alliance,fleet_size,destinations,commenced,subsidiaries,headquarters,genre,suppressfields,logo_class,profit,company_type,CEO,chairman,rating,defunct,fate,successor,production_year,screenshot,collapsible,collapsetext,language,language_count,country_of_origin,url,commercial,registration,num_users,launch_date,current_status,railroad_name,system_map,map_caption,marks,locale,start_year,end_year,gauge,length,hq_city,bases,notes
Kenvue Inc.,Kenvue Logo Black RGB.svg,,,,,,[[Public company|Public]],{{ubl|New York Stock Exchange|KVUE|[[S&P 500]] component}} {{New York Stock Exchange|KVUE}},,[[Final good|Consumer products]],,,"[[Summit, New Jersey]]",U.S.,Worldwide,{{unbulleted list | Kirk Perry ([[Chief executive officer|CEO]]) | [[Larry Merlo]] (chairman)}},{{increase}} {{US$|15.5&nbsp;billion|link|=|yes}} (2024),{{decrease}} {{US$|1.84&nbsp;billion}} (2024),{{decrease}} {{US$|1.03&nbsp;billion}} (2024),{{decrease}} {{US$|25.6&nbsp;billion}} (2024),{{decrease}} {{US$|9.67&nbsp;billion}} (2024),"{{circa|22,000}} (2024)",{{URL|kenvue.com}},Kenvue,,{{unbulleted list | [[Aveeno]] | [[Band-Aid]] | [[Benadryl]] | [[Pyrantel|Combantrin]] | [[Johnson's Baby]] | [[Listerine]] | Lactaid | [[Mylanta]] | [[Neutrogena]] | [[Tioconazole|Trosyd]] | [[Calpol]] | [[Tylenol]] | [[Visine]]}},,,{{start date and age|2022|2|23}},,,,,,,,[[McNeil Consumer Healthcare]],{{ubl|[[Johnson & Johnson]] (consumer health division)|[[Pfizer|Pfizer Consumer Health]] (first incarnation)|[[Pharmacia & Upjohn]] (consumer health division)|[[Warner–Lambert]] (consumer health division)}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keurig Dr Pepper Inc.,Keurig Dr Pepper.svg,,,,,"{{plainlist|
* Green Mountain Coffee Roasters (1979–2014)
* Keurig Green Mountain (2014–2018)}}",[[Public company|Public]],{{ubl|NASDAQ|KDP|[[Nasdaq-100]] component|[[S&P 500]] component}} {{NASDAQ|KDP}},{{ISIN|sl|=|n|pl|=|y|US49271VAP58}},{{ubl|[[Drink industry|Beverage]]|Appliance manufacturing}},,,,,,"{{ubl|[[Timothy Cofer|Tim Cofer]] ([[Chief executive officer|CEO]])|ref| name=KDP|
{{cite web 
|url=https://keurigdrpepper.com/leading-with-vision-tim-cofer-assumes-ceo-role-at-kdp/
|title=Leading with Vision: Tim Cofer Assumes CEO Role at KDP
|website=KeurigDrPepper.com
|date=26 April 2024
|access-date=8 September 2024
|language=
}}|</ref>|
|[[Robert Gamgort]] ([[executive chairman]])}}",{{Increase}} {{US$|15.3&nbsp;billion|link|=|yes}} (2024),{{Decrease}} {{US$|2.59}} &nbsp;billion (2024),{{Decrease}} {{US$|1.44}} &nbsp;billion (2024),{{Increase}} {{US$|53.4}} &nbsp;billion (2024),{{Decrease}} {{US$|24.2}} &nbsp;billion (2024),"29,400 (2024)",{{URL|keurigdrpepper.com}},Keurig Dr Pepper,[[Bob Stiller|Robert Stiller]],,,,"{{Start date and age|1979}} (as Green Mountain Coffee Roasters) in [[Waitsfield, Vermont]], U.S.",,,,"{{Unbulleted list |[[Burlington, Massachusetts]], U.S.|[[Frisco, Texas]], U.S.}}",,,,,[[Dr Pepper Snapple Group]],,,,,,,,,,,,,,"{{collapsible list|
* [[Keurig]] brewers
* [[K-Cup]]s
* [[Green Mountain Coffee]]
* [[Dr Pepper]] (US Canada)
* [[Snapple]]
* [[Schweppes]] (North America)
* [[7 Up]] (U.S. only)
* [[Sun Drop]] (U.S. only)
* [[A&W Root Beer|A&W]] (Worldwide except Canada)
* [[Canada Dry]]
* [[Canfield's]]
* [[Crush (drink)|Crush]]
* [[Hawaiian Punch]] (U.S. only)
* [[Stewart's Fountain Classics|Stewart's Root Beer]]
* [[IBC Root Beer]]
* [[Mott's]]
* [[Mr & Mrs T]]
* [[Nantucket Nectars]]
* [[Nehi]]
* [[Vernors]]
* [[RC Cola]] (U.S. only)
* [[Squirt (soft drink)|Squirt]]
* [[Sunkist (soft drink)|Sunkist]]
* [[Yoo-hoo]]}}",,,,,,,,,,,,"{{ubl|[[JAB Holding Company]] (27%)|[[Mondelez International]] (5.3%)|ref|{{cite web|url=https://www.sec.gov/Archives/edgar/data/1418135/000119312522133702/d293428ddef14a.htm#toc293428_34|title=2022 proxy statement|date=April 29, 2022|publisher=Securities and Exchange commission|access-date=June 4, 2022|archive-date=December 8, 2022|archive-url=https://web.archive.org/web/20221208194554/https://www.sec.gov/Archives/edgar/data/1418135/000119312522133702/d293428ddef14a.htm#toc293428_34|url-status=live}}|</ref>}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KeyCorp,KeyBank logo.svg,250px,Key Tower 2022.png,250px,"The [[Key Tower]], [[headquarters]] of KeyCorp in [[Cleveland|Cleveland, Ohio]]",,[[Public company|Public]],{{Unbulleted list| |NYSE|KEY|[[S&P 500]] component}} {{NYSE|KEY}},,{{hlist|[[Banking]]|[[Investment bank]]ing|[[Financial services]]}},,,,,Regional,Chris Gorman ([[chairman]] and [[Chief executive officer|CEO]])<br>Clark Khayat ([[Chief financial officer|CFO]]),{{increase}} $10.40 billion,,{{decrease}} $967 million,{{decrease}} $188.3 billion,{{increase}} $14.64 billion,"17,333",{{URL|key.com}},KeyCorp,,"[[Retail banking|Consumer banking]], [[Commercial bank|Corporate banking]], [[Private banking]], [[Financial analysis]], [[Insurance]], [[Investment banking]], [[Mortgage loan]]s, [[Private equity]], [[Wealth management]], [[Credit card]]s",2023,,"{{start date and age|March 1, 1994}}","[[Cleveland, Ohio]]",United States,"959 [[branch (banking)|branches]]; 1,217 [[automated teller machine|ATM]]s (2023)",[[Key Tower]],,,,,Society National Bank and KeyBank (Old KeyCorp),,,,,2023,,2023,2023,2023,,,,KeyBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keysight Technologies, Inc.",File:Keysight Logo.svg,,,,,,[[Public company|Public]],{{Unbulleted list|New York Stock Exchange|KEYS|[[S&P 500]] component}} {{New York Stock Exchange|KEYS}},,[[Electronics]],{{start date and age|2014}},,,,,"Ron Nersesian, [[Chair (officer)|chairman]]<br />Satish Dhanasekaran,<br/>[[President (corporate title)|President]] and [[Chief executive officer|CEO]]",{{decrease}} {{US$|4.98&nbsp;billion|link|=|yes}} (2024),{{decrease}} {{US$|833 million}} (2024),{{decrease}} {{US$|614 million}} (2024),{{increase}} {{US$|9.27 billion}} (2024),{{increase}} {{US$|5.11 billion}} (2024),"15,500",{{URL|keysight.com}},Keysight Technologies,,Electronic measurement equipment,2024,{{Unbulleted list|[[PathWave Design]]|PathWave Test|oscilloscopes|vector network analyzers|modular instruments|field instruments|bench instruments}},,,,,,"{{Nowrap|[[Santa Rosa, California|Santa Rosa]], [[United States]]|ref| name=""SEC""|{{cite web|title=Form 10-12B, Registration of securities, for SEC Accession No. 0001047469-14-001833|publisher=US Securities and Exchange Commission|date=2014-03-05|url=https://www.sec.gov/Archives/edgar/data/1601046/000104746914001833/0001047469-14-001833-index.htm|access-date=19 December 2014}}|</ref>}}",,,,,,,,,,,,,,Financials {{As of|2024|10|31|lc|=|y|df|=|US}} .,,,,,,Electronic test and measurement division of HP and later [[Agilent Technologies]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberly-Clark Corporation,Kimberly-Clark Logo.png,,,,,,[[Public company|Public]],{{ubl|NASDAQ|KMB|[[S&P 500]] component}} {{NASDAQ|KMB}},{{ISIN|sl|=|n|pl|=|y|US4943681035}},{{ubl|[[Consumer goods]]|[[Manufacturing]]|[[Personal care]]}},,{{ubl|[[John A. Kimberly]]|[[Havilah Babcock]]|[[Charles B. Clark]]}},,,Worldwide,{{unbulleted list|Michael D. Hsu ([[Chairman#Public corporations|chairman]] & [[Chief executive officer|CEO]])}},{{decrease}} {{US$|20.1 billion|link|=|yes}} (2024),{{increase}} {{US$|3.21 billion}} (2024),{{increase}} {{US$|2.55 billion}} (2024),{{decrease}} {{US$|16.5 billion}} (2024),{{decrease}} {{US$|840 million}} (2024),"38,000 (2024)",{{URL|https://www.kimberly-clark.com/en-us/}},Kimberly-Clark,,"{{flatlist|
* Kimberly-Clark
* [[Kleenex]]
* [[Huggies]]
* [[Kotex]]
* [[Depend (undergarment)|Depend]]
* [[Scott Paper Company|Scott]]
* Viva
* [[Cottonelle]]
* [[Andrex]]
* [[Huggies Pull-Ups]]
* [[GoodNites]]
* [[Little Swimmers]]
* Poise
* Neat Sheet}}",,,"{{start date and age|1872}} , in [[Neenah, Wisconsin]], U.S.",,,,"[[Irving, Texas]], U.S. (since 1985)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimco Realty Corporation,Kimco_color_widen header-01.jpg,,,,,,[[Public company|Public]],{{New York Stock Exchange|KIM}} <br>[[S&P 500]] component,,[[Real estate investment trust]],{{Start date and age|1958}},Milton Cooper<br>[[Martin Kimmel]],,,[[Contiguous United States]] and [[Puerto Rico]],Milton Cooper ([[chairman]])<br>Conor C. Flynn ([[CEO]])<br>Glenn G. Cohen ([[CFO]]),{{increase}} $2.037 billion (2024),,{{decrease}} $410 million (2024),{{increase}} $20.309 billion (2024),{{increase}} $10.797 billion (2024),717 (2024),,Kimco Realty,,,,,,,,,,"[[Jericho, New York]]",,,,,,,,,,,,,,,,,,,,,Milton Cooper (1.6%),,{{URL|https://www.kimcorealty.com/}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kinder Morgan, Inc.",Kinder Morgan logo.svg,250px,KindermorganbuildingHouston.JPG,250px,Kinder Morgan headquarters in Houston,,[[Public company|Public]],{{ubl|NYSE|KMI|[[S&P 500]] component}} {{NYSE|KMI}},,[[Oil and gas industry|Oil and gas]],,{{ubl|[[Richard Kinder|Richard D. Kinder]]|William V. Morgan}},,,United States and Canada,"{{unbulleted list|class|=|nowrap|
                     |Richard Kinder|([[Chairman|Executive Chairman]])
                     |Kimberly A. Dang|([[CEO]])
                     |Tom Martin|([[President (corporate title)|President]])}}",{{nowrap|decrease| |US$|15.1 billion|link|=|yes| (2024)|ref| name=10K}} {{decrease}} {{US$|15.1 billion|link|=|yes}} (2024),{{increase}} {{US$|4.38 billion}} (2024),{{increase}} {{US$|2.61 billion}} (2024),{{increase}} {{US$|71.4 billion}} (2024),{{increase}} {{US$|30.5 billion}} (2024),"10,933 (2024)",{{URL|kindermorgan.com}},Kinder Morgan,,,,,{{Start date and age|1997}},,,,,"[[Houston, Texas]], U.S.",,,,,,,,{{ubl|[[Pipeline transport]]|[[Oil storage]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKR & Co. Inc.,Kohlberg Kravis Roberts (logo).svg,220px,Hudson_Yards_from_Hudson_Commons_(95131p)_(30_Hudson_Yards).jpg,220px,Headquarters at [[30 Hudson Yards]],,[[Public company|Public]],{{ubl|NYSE|KKR|[[S&P 500]] component}} {{NYSE|KKR}},,'''Financial services:'''<br />[[Private equity]]<br />(1976–present)<br />[[Investment banking]]<br />(2004–present),,{{ubl|[[Henry Kravis]]|[[George R. Roberts]]|[[Jerome Kohlberg Jr.]]}},,,Worldwide,"{{plainlist|
* Henry R. Kravis |nowrap|(co-executive chairman)|
* George R. Roberts |nowrap|(co-executive chairman)|
* [[Joseph Bae]] (co-CEO)
* Scott Nuttall (co-CEO)}} {{nowrap|(co-executive chairman)}} * George R. Roberts {{nowrap|(co-executive chairman)}} * [[Joseph Bae]] (co-CEO)
* Scott Nuttall (co-CEO)",{{increase}} {{US$|21.88&nbsp;billion|link|=|yes}} (2024),,{{decrease}} US$3.076&nbsp;billion (2024),{{increase}} US$360.1&nbsp;billion (2024),{{increase}} US$23.65&nbsp;billion (2024),"4,834",{{URL|kkr.com}},KKR & Co.,,{{ubl|[[Management buyout]]s|[[Leverage (finance)|Leveraged finance]]|[[Venture capital]]|[[Growth capital]]}},2024,,{{Start date and age|1976}} (as Kohlberg Kravis Roberts & Co.),,,20 offices in 16 countries,"[[30 Hudson Yards]]<br />New York City, U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,{{increase}} US$637.6&nbsp;billion (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLA Corporation,KLA Corp. logo.svg {{!}} class=skin-invert-image,,,,,KLA-Tencor Corporation (1997–2019),[[Public company|Public]],{{Unbulleted list|NASDAQ|KLAC|[[Nasdaq-100]] component|[[S&P 500]] component}} {{NASDAQ|KLAC}},,[[Semiconductor]]s,{{start date and age|1997}} (merger of KLA and Tencor),,,,,{{unbulleted list| Robert Calderoni ([[chairman]]) |Richard P. Wallace ([[Chief executive officer|CEO]] & [[President (corporate title)|president]])}},{{increase}} US$12.2&nbsp;billion (2025),{{increase}} US$4.78&nbsp;billion (2025),{{increase}} US$4.06&nbsp;billion (2025),{{increase}} US$16.1&nbsp;billion (2025),{{increase}} US$4.69&nbsp;billion (2025),"{{circa|15,000}}",{{URL|https://www.kla.com/|kla.com}},KLA Corporation,,"Process control systems and solutions that support [[semiconductor]], [[Wafer (electronics)|wafer]], [[reticle (semiconductor industry)|reticle]] and other related industries",2025,,,,,,,"[[Milpitas, California]], United States",,,,,,,,,,,,,,Financials {{as of|2025|06|30|lc|=|y|df|=|US}} .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Kraft Heinz Company,KraftHeinz.svg,200,Kraft Heinz Headquarters Chicago.jpg,200,Kraft Heinz co-headquarters at the [[Aon Center (Chicago)|Aon Center]] in the [[Chicago Loop]],,[[Public company|Public]],{{ubl|NASDAQ|KHC|[[Nasdaq-100]] component|[[S&P 500]] component}} {{NASDAQ|KHC}},,[[Food industry|Food]],,,,,Worldwide,"{{plainlist|
* [[Miguel Patricio]] ([[chairman]])
* [[John T. Cahill (businessman)|John T. Cahill]] (vice chairman)
* Carlos Abrams-Rivera ([[Chief executive officer|CEO]])
* Andre Maciel ([[Chief financial officer|CFO]])}}",{{decrease}} {{US$|25.8 billion|link|=|yes}},{{decrease}} US$1.68 billion,{{decrease}} US$2.74 billion,{{decrease}} US$88.3 billion,{{decrease}} US$49.2 billion,"{{circa|36,000}}",{{URL|https://kraftheinzcompany.com/}},Kraft Heinz,,{{unbulleted list|[[Drink|Beverages]]|[[Convenience food]]s|[[Snack food]]s|[[Foodservice]]}},2024,"{{unbulleted list|[[Kraft Foods|Kraft Foods Group, Inc.]]|[[Heinz|The H.J. Heinz Company]]}}",{{Start date and age|2015|07|02}},"[[Chicago|Chicago, Illinois]] and [[Pittsburgh|Pittsburgh, Pennsylvania]]",United States,,,,,,,,,,,,2024,2024,2024,2024,2024,,,,,,,,,,,,,,,,,"{{plainlist|
*[[Berkshire Hathaway]] (27.5%)|ref|{{Cite news |title=Why Kraft Heinz Is Warren Buffett's Worst Bet |date=2024-04-11 |url=https://www.youtube.com/watch?v=poXomSdk_J0 |work=CNBC}}|</ref>|}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Second half of 2026 (expected),Pending split into two companies,Global Taste Elevation Co.<br/>North American Grocery Co.,,,,,,,,,,,,,,,,,,,,,,,,,
The Kroger Company,Kroger (2021) logo.svg,,Cincinnati-kroger-building.jpg,250px,Kroger headquarters in [[Cincinnati]],,[[Public company|Public]],{{ubl|NYSE|KR|[[S&P 500]] component}} {{NYSE|KR}},{{ISIN|sl|=|n|pl|=|y|US5010441013}},[[Retail]],"{{start date and age|1883}} , in [[Cincinnati|Cincinnati, Ohio]], U.S.",,"[[Cincinnati]], Ohio, U.S.",,[[United States]],[[Ron Sargent]] ([[Chief executive officer|CEO (interim)]] & [[chairman]]),"{{nowrap| |increase| |US$|150 billion|link|=|yes| (2023)|ref| name= proxystatement|{{cite web|url=https://www.wsj.com/market-data/quotes/KR/financials/annual/income-statement|title=2022 Kroger Financial Statements|publisher=The Kroger Co|access-date=June 11, 2022|archive-url=https://web.archive.org/web/20161226060558/https://www.google.com/finance?q=NYSE%3AKR&fstype=ii&ei=azu7Vsn8ItfKuATZ9Z_QCg|archive-date=December 26, 2016|url-status=live}}|</ref>|}} {{increase}} {{US$|150 billion|link|=|yes}} (2023)",{{decrease}} {{US$|3.096 billion}} (2023),{{increase}} {{US$|2.307 billion}} (2023),{{increase}} {{US$|50.505 billion}} (2023),{{increase}} {{US$|11.601 billion}} (2023),"414,000 (2023)",,Kroger,[[Bernard Kroger]],"[[Supercenter]]/[[superstore]],<br />Other specialty, [[supermarket]]",,Inter-American Products<br />[[#Chains|various chains]],,,,"2,719 supermarkets (Q1 2023)",1014 Vine Street,,Logo since 2021,,,,,,,,,,,,,,,,,,,,[[Berkshire Hathaway]] (8.09%),,{{URL|https://www.thekrogerco.com/}} <br /> {{URL|https://www.kroger.com/}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L3Harris Technologies, Inc.",L3Harris Technologies logo.svg,220px,,,,,[[Public company|Public]],{{ubl|NYSE|LHX|[[S&P 500]] component}} {{NYSE|LHX}},,[[Aerospace industry| Aerospace]] and [[defense industry|defense]],{{Start date and age|2019|06|29|br|=|y}},,,,,[[Chris Kubasik]] ([[Chairperson|chair]] and [[Chief executive officer|CEO]]),{{increase}} {{US$|21.3 billion|link|=|yes}} (2024),{{increase}} {{US$|1.92 billion}} (2024),{{increase}} {{US$|1.50 billion}} (2024),{{increase}} {{US$|42.0 billion}} (2024),{{increase}} {{US$|19.5 billion}} (2024),"47,000 (2025)",,L3Harris,,,,,,,,,"[[Melbourne, Florida]], United States",,,,,{{ubl|[[L3 Technologies]]|[[Harris Corporation]]}},,,,,,,,,,,,,,,,,,,{{URL|l3harris.com}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labcorp Holdings Inc.,Labcorp Logo updated 12-2020.svg,,,,,,[[Public company|Public]],{{Unbulleted list|nyse|LH|[[S&P 500]] component}} {{nyse|LH}},,[[Health care]],{{start date and age|1978|9|5}} (as Roche BioMedical),,,,,Adam H. Schechter ([[President (corporation)|president]] and [[Chief executive officer|CEO]]),{{ubl|nowrap|increase| US$13.01&nbsp;billion (2024)}} {{nowrap|increase| US$13.01&nbsp;billion (2024)}} {{increase}} US$13.01&nbsp;billion (2024),{{ubl|nowrap|increase| US$1.087&nbsp;billion (2024)}} {{nowrap|increase| US$1.087&nbsp;billion (2024)}} {{increase}} US$1.087&nbsp;billion (2024),{{ubl|nowrap|increase| US$746&nbsp;million (2024)}} {{nowrap|increase| US$746&nbsp;million (2024)}} {{increase}} US$746&nbsp;million (2024),{{ubl|nowrap|increase| US$18.38&nbsp;billion (2024)}} {{nowrap|increase| US$18.38&nbsp;billion (2024)}} {{increase}} US$18.38&nbsp;billion (2024),{{ubl|nowrap|increase| US$8.052&nbsp;billion (2024)}} {{nowrap|increase| US$8.052&nbsp;billion (2024)}} {{increase}} US$8.052&nbsp;billion (2024),"{{circa|70,000}} (2024)",,Labcorp,Matthew Benger,,,,,,,,,"[[Burlington, North Carolina]], U.S",Labcorp logo updated December 2020,,,,,,,[[Medical test]]s<BR>[[Medical laboratory]],,,,,,,,,,,,,,,{{URL|labcorp.com}},,,Laboratory Corporation of America Holdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lam Research Corporation,Lam Research logo.svg,,,,,,[[Public company|Public]],{{ubl|NASDAQ|LRCX|[[Nasdaq-100]] component|[[S&P 500]] component}} {{NASDAQ|LRCX}},,[[Semiconductor]]s,,,,,,Tim Archer ([[Chief executive officer|CEO]] and [[President (corporate title)|president]])<br />[[Abhi Talwalkar]] ([[chairman]]),{{increase}} {{US$|18.4&nbsp;billion|link|=|yes}} (2025),{{increase}} US$5.90&nbsp;billion (2025),{{increase}} US$5.36&nbsp;billion (2025),{{increase}} US$21.3&nbsp;billion (2025),{{increase}} US$9.86&nbsp;billion (2025),"19,000 (2025)",{{url|https://www.lamresearch.com/|lamresearch.com}},Lam Research,[[David K. Lam]],Semiconductor manufacturing products,,,{{Start date and age|1980}},,,,"[[Fremont, California]], U.S.",,,,,,,,,,,,,,,Financials {{as of|2025|06|30|lc|=|y|df|=|US}} .,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lamb Weston Holdings, Inc.",Lamb Weston logo.svg,,,,,,[[Public company|Public]],{{Unbulleted list|nyse|LW|[[S&P 500]] component}} {{nyse|LW}},,[[Food processing]],{{Start date and age|1950}},,,,,,{{nowrap| |increase| |US$|6.47 billion|link|=|yes}} {{increase}} {{US$|6.47 billion|link|=|yes}},{{increase}} {{US$|1.07 billion}},{{decrease}} {{US$|726 million}},{{increase}} {{US$|7.37 billion}},{{increase}} {{US$|1.79 billion}},"10,700",,Lamb Weston,,Packaged foods,2024,,,,,,,"[[Eagle, Idaho]], U.S.",,,,,,,,,2024,2024,2024,2024,2024,Financials {{as of|2024|5|26|lc|=|y|df|=|US}} .,,,,,,,,,{{url|lambweston.com}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Vegas Sands Corp.,Las Vegas Sands logo.png,,,,,,[[Public company|Public]],{{ubl|NYSE|LVS|[[S&P 500]] component}} {{NYSE|LVS}},,"[[Hospitality]], tourism, [[integrated resort|integrated resorts]]",,,,,{{ubl|class|=|nowrap|[[Macau]] (under [[Sands China]])<br/>[[Singapore]]}},Robert G. Goldstein<br />(chairman & CEO)<br />[[Patrick Dumont]]<br />(president & COO)<br />Randy Hyzak<br />(CFO)<br />Zachary Hudson<br />(General Counsel),{{increase}} {{US$|11.3 billion}} (2024),{{increase}} {{US$|2.40 billion}} (2024),{{increase}} {{US$|1.45 billion}} (2024),{{decrease}} {{US$|20.7 billion}} (2024),{{decrease}} {{US$|2.88 billion}} (2024),"40,300 (2024)",{{URL|sands.com}},Las Vegas Sands,[[Sheldon G. Adelson]],"[[Gambling#Casino games|Gambling]], hotels, entertainment, [[casino]]s, [[resort]]s",,,{{Start date and age|1988|11|17}},,,,"[[Las Vegas]], Nevada, U.S.",,,,[[Sands China]] (69.9%),,,,,,,,,,,,,,,,,,[[Sheldon Adelson|Adelson family]] (54%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leidos Holdings, Inc.",Leidos logo 2013.svg,250px,,,,,[[Public company|Public]],{{unbulleted list|NYSE|LDOS|[[S&P 500]] component}} {{NYSE|LDOS}},,"[[National security]], [[Arms industry|defense]], [[Healthcare industry|healthcare]], [[engineering]]",,,,,,Thomas Bell ([[Chief Executive Officer|CEO]]),{{Increase}} {{US$|16.7 billion|link|=|yes}} (2024),{{Increase}} {{US$|1.83 billion}} (2024),{{Increase}} {{US$|1.25 billion}} (2024),{{nowrap|Increase| US$13.1 billion (2024)}} {{Increase}} US$13.1 billion (2024),{{nowrap|Increase| US$4.41 billion (2024)}} {{Increase}} US$4.41 billion (2024),"48,000",,Leidos,"[[John Robert Beyster|J. Robert ""Bob"" Beyster]]",,2024,,"{{Unbulleted list|Start date and age|1969|6| in [[La Jolla]], [[San Diego]], [[California]], U.S. (as SAI)|Start date and age|2013|9|27| [[McLean, Virginia|McLean]], [[Virginia]], U.S. (as Leidos)}} {{Start date and age|1969|6}} in [[La Jolla]], [[San Diego]], [[California]], U.S. (as SAI) {{Start date and age|2013|9|27}} [[McLean, Virginia|McLean]], [[Virginia]], U.S. (as Leidos)",,,,,"[[Reston, Virginia]], U.S.",,,,{{Unbulleted list| Lockheed Martin IS&GS |Science Applications Incorporated (SAI)|[[Science Applications International Corporation]] (SAIC)}},,,,,,,,,,,,,,,,,,,{{URL|leidos.com}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lennar Corporation,Lennar_Logo.svg,,,250px,,,[[Public company|Public]],{{ubl|NYSE|LEN| (Class A)|NYSE|LEN.B| (Class B)|[[S&P 500]] component (LEN)|[[Russell 1000]] component|(LEN and LEN.B)}} {{NYSE|LEN}} (Class A) {{NYSE|LEN.B}} (Class B),,[[Home construction]],{{Start date and age|1954}},{{ubl|Leonard Miller|Arnold Rosen}},,,,{{ubl|Stuart Miller ([[executive chairman]] & co-[[Chief executive officer|CEO]])|Jon Jaffe ([[President (corporate title)|president]] & co-CEO) |Diane Bessette ([[Chief financial officer|CFO]])}},{{increase}} {{US$|35.44 billion|link|=|yes}} (2024),{{decrease}} {{US$|4.769 billion}} (2024),{{decrease}} {{US$|3.932 billion}} (2024),{{increase}} {{US$|41.31 billion}} (2024),{{increase}} {{US$|27.87 billion}} (2024),"{{increase}} 13,265 (2024)",,Lennar,,,,Quarterra<br> Village Builders<br> CalAtlantic Homes<br> Lennar Mortgage<br> Lennar Title<br> LenX,,,,,"5505 Blue Lagoon Drive, [[Miami]], Florida, U.S.",,,,,,,,,,,,,,,Financials {{as of|2024|11|30|lc|=|y|df|=|US}} .,,,,,,,,,{{URL|lennar.com}},,,,,"{{increase}} 80,210 new home deliveries (2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lennox International Inc.,Lennox International logo.svg {{!}} class=skin-invert-image,,,,,,[[Public company|Public]],{{ubl|NYSE|LII|[[S&P 500]] component}} {{NYSE|LII}},,[[HVAC]],,,,,,Alok Maskara (CEO),{{nowrap|increase| |US$|5.34 billion|link|=|yes| (2024)}} {{increase}} {{US$|5.34 billion|link|=|yes}} (2024),{{increase}} US$1.03 billion (2024),{{increase}} US$807 million (2024),{{increase}} US$3.47 billion (2024),{{increase}} US$850 million (2024),"14,200 (2024)",{{URL|lennox.com}},Lennox International,[[Dave Lennox]],,,,{{Start date and age|1895}},"[[Richardson, Texas]]",U.S.,,,,,,,,,,,,,,,,,,,,,,,,"John W. Norris, III (9.8%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
