name,logo,type,traded_as,industry,founded,hq_location,hq_location_city,hq_location_country,area_served,key_people,products,revenue,owner,num_employees,subsid,homepage,_company_name,native_name,logo_size,image,image_caption,foundation,founder,location_city,location_country,services,revenue_year,operating_income,income_year,net_income,net_income_year,assets,assets_year,equity,equity_year,owners,footnotes,website,image_size,module,num_employees_year,parent,location,logo_upright,ISIN,aum,ratio,predecessor,logo_caption,former_name,rating,native_name_lang,trading_name,brands,romanized_name,box_width,other_name,color,logo_width,image_width,system,status,locale,start,end,stations,ridership2,open,yearcommenced,operator,character,stock,linelength,gauge,minradius,maxincline,electrification,speed,map,map_state,embedded,divisions,founders,defunct,fate,trade_name,num_locations,num_locations_year,production,pic,piccap,t,l,p,image_alt,caption,linelength_km,tracks,signalling,successor,company_name,company_logo,company_type,airline,fleet_size,destinations,IATA,ICAO,callsign,hubs,secondary_hubs,focus_cities,frequent_flyer,alliance,subsidiaries,headquarters,image_upright,commenced,bases,profit,profit_year
"Zhejiang Dahua Technology Co., Ltd.",Dahua Technology logo.svg,[[Public company]]; partially [[state-owned enterprise|state-owned]] (11.67%),{{SZSE|002236}},[[Video surveillance]],,,,,Worldwide,,"Security cameras, network cameras, HDCVI analog-to-HD solutions, NVR/DVR, PTZ cameras, fisheye cameras",$4.98 billion (2021),Fu Liquan<br />[[China Mobile]]<br />[[Central Huijin Investment]],"+23,000 (2023)",,{{Official URL}},Zhejiang Dahua Technology,大華技術股份有限公司,,,,{{Start date and age|2001}},Fu Liquan,,,,,,,,,,,,,,,,,"{{Infobox Chinese
|child|=|yes
|order|=|st
|s|=|浙江大华技术股份有限公司
|t|=|浙江大華科技股份有限公司
|p|=|Zhèjiāng Dàhuá Kējì Gǔfèn Yǒuxiàn Gōngsī}}",,,"[[Hangzhou, Zhejiang]], China",,,,,,,,,zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVIC Jonhon Optronic Technology Co., Ltd.",AVIC Jonhon Optronic Technology.png,[[Public company|Public]] [[subsidiary]],{{SZSE|002179}} <br>CSI Midcap 200,[[Electronics industry|Electronics]],,,,,,Guo Zeyi (Chairman)<br>Li Sen (CEO),,{{Increase}} {{CNY|link|=|yes|20.07 billion}} (2023),AviChina Industry & Technology (36.73%),"17,679 (2023)",AVIC Forstar S&T,{{URL|www.jonhon.cn}},AVIC Jonhon Optronic Technology,中航光电科技股份有限公司,,,,{{start date and age|1970}},,,,,,,,{{Increase}} {{CNY|link|=|yes|3.54 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|35.57 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|22.02 billion}} (2023),,,,,,,,[[AviChina Industry & Technology]],"[[Luoyang]], [[Henan]] China",,,,,,,China Aviation Optical-Electrical Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yankuang Energy Group Company Limited<br />兖矿能源集团股份有限公司,Yanzhoucoal.png,"[[Public company|Public]] ( {{sehk|1171}} , {{SSE|600188}} )",,"Energy, Mining",,,,,Worldwide,Chairman: Li Wei,"[[Coal]], [[Potash]], [[Methanol]], [[Electricity]]",,,"77,957",,{{URL|http://www.yanzhoucoal.com.cn/}},Yanzhou Coal Mining,,,,,{{start date and age|1997}},,"[[Zoucheng]], [[Jining, Shandong]]",[[People's Republic of China]],"Mining, Logistics, Power Generation",,,,,,,,,,,,,,,,[[Shandong Energy Group]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambricon Technologies Corporation Limited,Cambricon Technologies.svg,[[Public company|Public]]; [[State-owned enterprise]],{{sse|688256}} <br>[[CSI A100 Index|CSI A100]],[[Semiconductors]],,,,,,[[Chen Tianshi]] (Chairman & CEO),,{{Increase}} {{CNY|link|=|yes|1.18 billion}} (2024),,980 (2024),,{{URL|www.cambricon.com}},Cambricon Technologies,中科寒武纪科技股份有限公司,,,,{{start date and age|2016|03|15|df|=|y}},,,,,,,,{{Increase}} {{CNY|link|=|yes|-456.93 million}} (2024),,{{Increase}} {{CNY|link|=|yes|6.72 billion}} (2024),,{{Decrease}} {{CNY|link|=|yes|5.43 billion}} (2024),,,,,,,,,"[[Beijing]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{ubl
  |Chen Yunji
  |[[Chen Tianshi]]
  |Liu Shaoli
  |Wang Zai}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baotou Iron and Steel Group Company Limited,Baotousteel.png,[[State-owned enterprise]],,[[Steel manufacturing]],,,,,[[People's Republic of China]],[[Chairman]] and [[Party Committee Secretary]]: Mr. Cui Chen,,,,,Inner Mongolia Baotou Steel Union Company Limited,[http://www.btsteel.com/ btsteel.com],Inner Mongolia Baotou Steel Union,包头钢铁集团有限公司,,,,1954,,"[[Baotou]], [[Inner Mongolia]]",[[China]],,,,,,,,,,,,,,,,,,,,,,,,,,,zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Air China logo.svg,,"{{ubl|class|=|nowrap
  | |SSE|601111| (A share)
  | |SEHK|00753| (H share)
  | |LSE|AIRC}} {{SSE|601111}} (A share) {{SEHK|00753}} (H share) {{LSE|AIRC}}",,{{start date and age|1988|07|01|df|=|yes}},,,,,"{{bulleted list|
  | Wa Mingyuan ([[President (corporate title)|president]], vice chairman & [[Director (business)|director]])
  | Ma Chongxian ([[chairman]])}}",,{{profit}} {{CNY|166.70 billion|link|=|yes}} (2024),,"65,000 (2023)",,,Air China,,250,Air China Boeing 747-89L on finals into Beijing.jpg,,,,,,,,{{profit}} {{CNY|-1.60 billion|link|=|yes}} (2024),,{{profit}} {{CNY|2.22 billion|link|=|yes}} (2024),,{{profit}} {{CNY|345.75 billion|link|=|yes}} (2024),,{{profit}} {{CNY|45.13 billion|link|=|yes}} (2024),,,,{{URL|https://www.airchina.com.cn/|airchina.com}},270,,,"{{ubl|class|=|nowrap
  | [[China National Aviation Holding|Air China Group]] (53.46%)
  | [[Cathay Pacific]] (18.13%)}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air China [[Boeing 747-8]],,,,,,,,Air China<br> {{langn|zh-Hans|中国国际航空公司}},527,[[List of Air China destinations|214]],CA,CCA,AIR CHINA,"{{ubl|class|=|nowrap
  | [[Beijing Capital International Airport|Beijing–Capital]]
  | [[Beijing Daxing International Airport|Beijing–Daxing]]
  | [[Chengdu Shuangliu International Airport|Chengdu–Shuangliu]]
  | [[Chengdu Tianfu International Airport|Chengdu–Tianfu]]}}","{{ubl|class|=|nowrap
  | [[Shanghai Pudong International Airport|Shanghai–Pudong]]}}","{{ubl|class|=|nowrap
  | [[Chongqing Jiangbei International Airport|Chongqing]]
  | [[Dalian Zhoushuizi International Airport|Dalian]]
  | [[Hangzhou Xiaoshan International Airport|Hangzhou]]
  | [[Hohhot Baita International Airport|Hohhot]]
  | [[Hong Kong International Airport|Hong Kong]]
  | [[Kunming Changshui International Airport|Kunming]]
  | [[Shenzhen Bao'an International Airport|Shenzhen]]
  | [[Tianjin Binhai International Airport|Tianjin]]
  | [[Wuhan Tianhe International Airport|Wuhan]]}}",PhoenixMiles,[[Star Alliance]],"{{ubl|class|=|nowrap
  | [[Air China Cargo]] (51%)
  | [[Air Macau]] (66.9%)
  | [[Aircraft Maintenance and Engineering Corporation|AMECO]] (75%)
  | Beijing Airlines (51%)
  | [[Cathay Pacific]] (29.9%)|ref| name=""annualreport2024"" |
  | [[Dalian Airlines]] (80%)
  | [[Shandong Airlines]] (51%)
  | [[Shenzhen Airlines]] (51%)
  | [[Sichuan Airlines]] (10%) 
  | [[Tibet Airlines]] (31%)}}","Beijing Tianzhu Airport Industrial Zone, [[Shunyi District]], [[Beijing]], China",,,,,
China Merchants Shekou Industrial Zone Holdings,,,{{Szse|001979}},Real Estate,,,[[Shenzhen]],[[China]],,Yong Jun Xu (CEO),,$12.1 billion (2018),,"24,791",,,China Merchants Shekou Industrial Zone Holdings,,,,,,,,,,,,,,,,,,,,,,,,2018,[[China Merchants Group]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chaozhou Three-Circle Group Co., Ltd.",Chaozhou Three-circle.png,[[Public company|Public]],{{SZSE|300408}} <br>CSI A50,[[Electronic component]]s<br>[[Materials science|Advanced materials]],,,,,,Li Gang (Chairman) <br> Ma Yanhong (President),,{{Increase}} {{CNY|link|=|yes|5.73 billion}} (2023),,"13,514 (2023)",,{{URL|www.cctc.cc}},Chaozhou Three-Circle,潮州三环（集团）股份有限公司,,,,{{start date and age|1970}},Zhang Wanzhen,,,,,,,{{Increase}} {{CNY|link|=|yes|1.58 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|21.83 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|18.24 billion}} (2023),,,,,,,,,"[[Chaozhou]], [[Guangdong]], [[China]]",,,,,,,,,,CCTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shanghai Baosight Software Co., Ltd.",Baosight Software.png,[[Public company|Public]] [[subsidiary]],{{SSE|600845}},[[Information technology]],,,,,,Xia Xuesong (Chairman)<br>Wang Jianhu (President),,{{Decrease}} {{CNY|link|=|yes|12.92 billion}} (2023),,"5,714 (2023)",,{{URL|www.baosight.com}},Baosight Software,上海宝信软件股份有限公司,,,,{{start date and age|1978}},,,,,,,,{{Increase}} {{CNY|link|=|yes|2.61 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|21.88 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|12.09 billion}} (2023),,,,,,,,"[[Baoshan Iron & Steel Co., Ltd.]]","[[Shanghai]], China",,,,,,,"Shanghai Steel Tube Co., Ltd.",,,Baosight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingtech Technology,Wingtech Logo.png,[[Public company|Public]]; [[State-owned enterprises of China|state-owned]] (partial),{{SSE|600745}},[[Manufacturing]],,,,,,,[[Electronics]],,{{ubl|[[State Council of the People's Republic of China]]|[[Luxshare]]}},,[[Nexperia]],{{Official URL}},Wingtech,闻泰科技股份有限公司,,,,{{Start date and age|2006}},,,,,,,,,,,,,,,,,,,,,"[[Jiaxing]], [[Zhejiang]], China",,,,,,,,,zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everbright Securities,,[[public company|public]],{{ubl|SSE|601788| (A share)|hkex|06178| (H share)}} {{SSE|601788}} (A share) {{hkex|06178}} (H share),Financial services,,,,,China,{{ubl|Guo Xinshuang (Charmian)|Xue Feng (Vice-Charmian & CEO)}},,,,,,[http://www.ebscn.com/ ebscn.com],Everbright Securities,,,,,1996,,[[Shanghai]],China,Brokerage firm,,,,,,,,"{{CNY|link|=|yes|40.5&nbsp;[[1,000,000,000|billion]]}}",2015,,,,,,,[[China Everbright Group]],,,,,,,"Everbright Securities logo, Chinese and English name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China Eastern Airlines logo.svg,,"{{ubl|class|=|nowrap
  | |SSE|600115|
  | |SEHK|0670}} {{SSE|600115}} {{SEHK|0670}}",,{{start date and age|1988|06|25}},,,,,"{{bulleted list|
  | Wang Zhiqing ([[chairman]])
  | Liu Tiexiang ([[President (corporate title)|president]] & vice chairman)}}",,{{profit}} {{CNY|132.12 billion|link|=|yes}} (2024),,"85,168 (2024)",,,China Eastern Airlines Corp,,,B-7882@PEK (20240914131501).jpg,,,,,,,,{{profit}} {{CNY|-3.904 billion|link|=|yes}} (2024),,{{profit}} {{CNY|1.618 billion|link|=|yes}} (2024),,{{profit}} {{CNY|276.600 billion|link|=|yes}} (2024),,{{profit}} {{CNY|41.409 billion|link|=|yes}} (2024),,,,{{URL|www.ceair.com}},,,,"{{ubl|class|=|nowrap
| China Eastern Air Holding Company 
| [[Delta Air Lines]] (3.55%)}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China Eastern Airlines [[Boeing 777-300ER]],,,,,,,,China Eastern Airlines<br /> {{nobold|lang|zh-hans|中国东方航空公司}} {{lang|zh-hans|中国东方航空公司}},664,[[List of China Eastern Airlines destinations|226]],MU,CES,CHINA EASTERN,"{{ubl|class|=|nowrap
  | [[Kunming Changshui International Airport|Kunming]]
  | [[Shanghai Hongqiao International Airport|Shanghai–Hongqiao]]
  | [[Shanghai Pudong International Airport|Shanghai–Pudong]]
  | [[Xi'an Xianyang International Airport|Xi'an]]}}","{{ubl|class|=|nowrap
| [[Beijing Daxing International Airport|Beijing–Daxing]]
  | [[Chengdu Tianfu International Airport|Chengdu–Tianfu]]
  | [[Hangzhou Xiaoshan International Airport|Hangzhou]]
  | [[Nanjing Lukou International Airport|Nanjing]]
  | [[Qingdao Jiaodong International Airport|Qingdao]]
  | [[Wuhan Tianhe International Airport|Wuhan]]
  | [[Xiamen Gaoqi International Airport|Xiamen]]}}","{{ubl|class|=|nowrap
  | [[Chengdu Shuangliu International Airport|Chengdu–Shuangliu]]
  | [[Dalian Zhoushuizi International Airport|Dalian]]
  | [[Guangzhou Baiyun International Airport|Guangzhou]]
  | [[Harbin Taiping International Airport|Harbin]]
  | [[Hefei Xinqiao International Airport|Hefei]]
  | [[Hong Kong International Airport|Hong Kong]]
  | [[Lanzhou Zhongchuan International Airport|Lanzhou]]
  | [[Nanchang Changbei International Airport|Nanchang]]
  | [[Ningbo Lishe International Airport|Ningbo]]
  | [[Shenzhen Bao'an International Airport|Shenzhen]]
  | [[Taiyuan Wusu International Airport|Taiyuan]]
  | [[Wuhan Tianhe International Airport|Wuhan]]
  | [[Yantai Penglai International Airport|Yantai]]}}",Eastern Miles,[[SkyTeam]],"{{ubl|class|=|nowrap
  | [[China Cargo Airlines]]
  | [[China Eastern Yunnan Airlines]]
  | [[China United Airlines]]
  | [[Shanghai Airlines]]}}","No. 36 Hongxiang 3rd Road, [[Minhang, Shanghai|Minhang]], [[Shanghai]]",,,,,
,China Southern Airlines logo.svg,,"{{ubl|
  | |nowrap|SSE|600029| (A share)|
  | |nowrap|hkex|1055| (H share)}} {{nowrap|SSE|600029| (A share)}} {{SSE|600029}} (A share) {{nowrap|hkex|1055| (H share)}} {{hkex|1055}} (H share)",,{{start date and age|1988|07|01|df|=|yes}},,,,,Han Wen Sheng (vice chairman & [[President (corporate title)|president]])<br>Ma Xu Lun ([[chairman]]),,{{increase}} {{CNY|127.806 billion|link|=|yes}} <small>(2017)</small>,,"100,000 (2015–2016)",,,China Southern Airlines,,200,B-309W@PEK (20191029135846).jpg,,,,,,,,{{increase}} {{CNY|8.798 billion|link|=|yes}} (2017),,{{increase}} {{CNY|9.156 billion|link|=|yes}} (2017),,{{increase}} {{CNY|149.14 billion|link|=|yes}} (2017),,{{increase}} {{CNY|62.543 billion|link|=|yes}} (2017),,,,"{{ubl|class|=|nowrap
  | |URL|https://www.csair.com/en/|csair.com/en| |in lang|en|
  | |URL|https://www.csair.com|csair.com| |in lang|zh}} {{URL|https://www.csair.com/en/|csair.com/en}} {{in lang|en}} {{URL|https://www.csair.com|csair.com}} {{in lang|zh}}",250,,,China Southern Air Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China Southern Airlines [[Airbus A350-900]],,,,,,,,China Southern Airlines<br /> {{nobold|lang|zh-hans|中国南方航空}} {{lang|zh-hans|中国南方航空}},677,[[List of China Southern Airlines destinations|235]],CZ,CSN<br/>CSG {{efn|name|=|callsign}},CHINA SOUTHERN<br/>SOUTHERN CARGO {{efn|Only for cargo flights.|name|=|callsign}},"{{ubl|class|=|nowrap
  | [[Guangzhou Baiyun International Airport|Guangzhou]]
  | [[Beijing Daxing International Airport|Beijing–Daxing]]}}","{{ubl|class|=|nowrap
  | [[Chongqing Jiangbei International Airport|Chongqing]]
  | [[Shanghai Pudong International Airport|Shanghai–Pudong]]
  | [[Shenzhen Bao'an International Airport|Shenzhen]]
  | [[Ürümqi Diwopu International Airport|Ürümqi]]
  | [[Wuhan Tianhe International Airport|Wuhan]]
  | [[Zhengzhou Xinzheng International Airport|Zhengzhou]]}}","{{ubl|class|=|nowrap
  | [[Suvarnabhumi Airport|Bangkok–Suvarnabhumi]] 
  | [[Changchun Longjia International Airport|Changchun]]
  | [[Changsha Huanghua International Airport|Changsha]]
  | [[Chengdu Shuangliu International Airport|Chengdu–Shuangliu]]
  | [[Dalian Zhoushuizi International Airport|Dalian]]
  | [[Guiyang Longdongbao International Airport|Guiyang]]
  | [[Haikou Meilan International Airport|Haikou]]
  | [[Hangzhou Xiaoshan International Airport|Hangzhou]]
  | [[Harbin Taiping International Airport|Harbin]]
  | [[Jieyang Chaoshan International Airport|Jieyang]]
  | [[Kunming Changshui International Airport|Kunming]]
  | [[Sanya Phoenix International Airport|Sanya]]
  | [[Incheon International Airport|Seoul–Incheon]]
  | [[Shenyang Taoxian International Airport|Shenyang]]
  | [[Xi'an Xianyang International Airport|Xi'an]]
  | [[Zhuhai Jinwan Airport|Zhuhai]]}}",Sky Pearl Club,[[SkyTeam]] {{small|(2007–2018)}},"{{ubl|class|=|nowrap
  | [[Chongqing Airlines]] (60%)
  | [[GAMECO]]
  | [[Sichuan Airlines]] (39%)
  | [[XiamenAir]] (55%)
  | Xiongan Airlines}}","[[Guangzhou]], [[Guangdong]]",1.15,{{start date and age|1991|02|01|df|=|yes}} <br /> {{small|(as ''China Southern Airlines'')}},,,
"360 Security Technology, Inc.",Qihoo 360 logo.png,[[Public company|Public]],{{SSE|601360}},[[Computer software]],,,[[Beijing]],[[China]],Worldwide,"Zhou Hongyi, Qi Xiangdong, Cao Shu <small>(Chief Engineer & Director)</small>, Xu Zuoli Alex <small>(Co-CFO)</small>, Yao Jue <small>(Co-CFO)</small>",[[Security software]],$1.39 billion <small>(2014)</small>,,"4,200",[[Opera (company)|Opera]] (20%),{{Official URL}},360 Security Technology,三六零安全科技股份有限公司,200px,Block B north entrance of 360 Company (20250325115854).jpg,Headquarters,{{start date and age|2005}},"[[Zhou Hongyi]] <small>([[Chairman]], [[CEO]], [[co-founder]])</small>, Qi Xiangdong <small>([[President (corporate title)|President]], director, co-founder)</small>",,,[[Computer security]],,,,$222.8 million <small>(2014)</small>,,,,,,,,,,,,,,,,,,,,,,zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",Fosun Pharma Logo 07.2019.svg,listed,{{ubl|aligned table|SSE|600196|(A&nbsp;share)|sehk|2196|(H&nbsp;share)|[[SSE MidCap Index|SSE MidCap Component]]}} {{aligned table|SSE|600196|(A&nbsp;share)|sehk|2196|(H&nbsp;share)}} {{SSE|600196}} {{sehk|2196}},{{ubl|pharmaceutical|medical}},1994,,Shanghai,China,,{{aligned table|Chen Qiyu|(chairman)|Wu Yifang|(CEO)}},,,[[Fosun International|Fosun Int'l]] (37.94%),,"{{aligned table|[[Sinopharm Group|Sinopharm Industrial Investment]]|(joint venture, 49%)|[[Sisram Medical]]|(52.83%)|Gland Pharma|(12%)|Fosun Long March|(100%)|Fosun Industrial|(100%)}}",,Fosun Pharmaceutical,,,,,,{{ubl|[[Fosun International|Fosun High Technology]]|Guangxin Technology|and 3 others}},,,private hospitals,,,,{{increase}} {{CNY|link|=|yes|0|3.125&nbsp;[[billion (short scale)|billion]]}} {{0}} 3.125&nbsp;[[billion (short scale)|billion]],2017,{{increase}} {{CNY|61.914&nbsp;billion}},2017,{{increase}} {{CNY|25.270&nbsp;billion}},2017,,in [[consolidated financial statement]],{{URL|https://www.fosunpharma.com}},,{{Infobox Chinese|child|=|yes|order|=|st|s|=|上海复星医药（集团）股份有限公司|t|=|上海復星醫藥（集團）股份有限公司|p|=|Shàng hǎi fù xīng yī yào (jí tuán) gǔ fèn yǒu xiàn gōng sī|altname|=|Chinese short name|s2|=|复星医药|t2|=|復星醫藥|p2|=|fù xīng yī yào|altname3|=|former Chinese short name|s3|=|复星实业|t3|=|復星實業|p3|=|Fù xīng shí yè}},,,,,,,,,,{{bulleted list|Shanghai Fortune Industrial|Shanghai Fosun Industrial}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China International Capital Corporation Limited,Logo of CICC 2.png,[[Public company|Public]]; [[State-owned enterprise]],{{unbulleted list|SEHK|3908|SSE|601995}} {{SEHK|3908}} {{SSE|601995}},"[[Banking]], [[Financial services]]",{{Start date and age|1995}},,,,,Chen Liang (Chairman),"[[Investment banking]], [[Equities]], [[FICC (banking)|FICC]], [[Asset management]], [[Private Equity]] Investment, [[Wealth management]], [[Research]]",,,"13,557 (2021)",,{{Official URL}},China International Capital Corporation,中国国际金融股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,"China World Office 2, <br />1 Jianguomenwai Avenue, <br />[[Chaoyang District, Beijing|Chaoyang District]], <br />[[Beijing]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Communications Construction,File:CCCC_Corporate_Logo_(English).png,[[Public company|Public]]; [[state-owned enterprise]],{{ubl|sse|601800|sehk|1800}} {{sse|601800}} {{sehk|1800}},Engineering and Construction,,,,,Worldwide,"{{ubl
|Liu Qitao (chairman)
|Song HaiLiang (president)
|Peng Bihong (CFO)}}",,[[US$]] 136.7 billion (2023),Government of China (63.8%),"219,034 (2023)",[[China Road and Bridge Corporation]]<br>[[China Harbour Engineering Company]]<br>[[John Holland Group]],{{Official URL}},China Communications Construction Company,{{native name|zh-hant|中国交通建设}},,"China Construction Communications Engrg.Group Corp.,Ltd. (20221013114947).jpg",,{{start date and age|2005}},,[[Beijing]],China,,,,,[[US$]] 1.6 billion (2023),,[[US$]] 361.4 billion (2023),,,,,,,,"{{infobox Chinese
  | child     |=| yes
  | title     |=| China Communications Construction Co., Ltd.
  | s         |=| 中国交通建设股份有限公司
  | t         |=| 中國交通建設股份有限公司
  | showflag  |=| stp
  | p         |=| Zhōngguó Jiāotōng Jiànshè Gǔfèn Yǒuxiàn Gōngsī
  | j         |=| 
  | altname   |=| China Communications Construction
  | s2        |=| 中国交通建设
  | t2        |=| 中國交通建設
  | p2        |=| Zhōngguó Jiāotōng Jiànshè
  | altname3  |=| CCCC
  | s3        |=| 中交建
  | t3        |=| 中交建
  | p3        |=| Zhōngjiāojiàn
  | collapse  |=| no
  | order     |=| st}}",,,"85 De Sheng Men Wai Street, Xicheng District",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WH Group,WHGroup.png,[[Public company|Public]],{{ubl|SEHK|288|[[Hang Seng Index|HSI component]]}} {{SEHK|288}},Food,,,,,,[[Wan Long (businessman)|Wan Long]] (chairman),Meat,US$24.1 billion,,"101,000",Henan Shuanghui Investment & Development<br>[[Smithfield Foods]],[http://www.wh-group.com/ WH Group]<br/>[http://www.shuanghui.net/ Shuanghui Development],Henan Shuanghui Investment & Development,万洲国际,200px,,,{{start date and age|1958}},,[[Hong Kong]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongjin Gold Corporation Limited,Zhongjin Gold   Logo.png,Public,{{SSE|600489}} <br>CSI Midcap 200,"Mining, non-ferrous metals",,,,,China and abroad,,"Gold, copper, platinum",¥28.53 billion (H1 2024),,,,{{URL|http://zjgold.chinagoldgroup.com}},Zhongjin Gold,中金黄金股份有限公司,,,,,,[[Beijing]],[[China]],,,,,¥1.74 billion (H1 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huadong Medicine Pvt Ltd,,,{{SZSE|000963}},[[Pharmaceuticals]],1993,,,,,,,,,,,,Huadong Medicine,,,,,,,,,,,,,,,,,,,,,{{url|http://www.eastchinapharm.com}},,,,,"[[Hangzhou]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hithink RoyalFlush Information Network Co., Ltd.",Tonghuashun.png,[[Public company|Public]],{{SZSE|300033}} <br>CSI Midcap 200,[[Financial services]]<br>[[Technology company|Technology]],,,,,,Yi Zheng (Chairman & CEO),Tonghuashu<br>iFinD,{{Increase}} {{CNY|link|=|yes|3.56 billion}} (2023),,"5,492 (2023)",,{{URL|www.10jqka.com.cn}},Hithink RoyalFlush Information Network,浙江核新同花顺网络信息股份有限公司,,,,{{start date and age|2001|08|24|df|=|y}},Yi Zheng,,,,,,,{{Decrease}} {{CNY|link|=|yes|1.40 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|9.85 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|7.32 billion}} (2023),,,,,,,,,"[[Hangzhou]], [[Zhejiang]], China",,,,,,,Shanghai Hexin,,,Tonghuashun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
